scan_id,fixture_id,hard_fail_code,fixture_variant,observed_result,expected_result,unexpected_pass,forbidden_promotion,scanner_status,allowed_use,blocked_use
G21D-SCAN-0073,G21C-FIXTURE-025-01,solver_trigger_as_solver_output,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0074,G21C-FIXTURE-025-02,solver_trigger_as_solver_output,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0075,G21C-FIXTURE-025-03,solver_trigger_as_solver_output,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0076,G21C-FIXTURE-026-01,rank_or_score_field_present,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0077,G21C-FIXTURE-026-02,rank_or_score_field_present,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0078,G21C-FIXTURE-026-03,rank_or_score_field_present,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0079,G21C-FIXTURE-027-01,claim_flags_missing,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0080,G21C-FIXTURE-027-02,claim_flags_missing,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0081,G21C-FIXTURE-027-03,claim_flags_missing,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0082,G21C-FIXTURE-028-01,old_rectangular_cache_reuse,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0083,G21C-FIXTURE-028-02,old_rectangular_cache_reuse,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0084,G21C-FIXTURE-028-03,old_rectangular_cache_reuse,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0085,G21C-FIXTURE-029-01,sidewall_aware_with_not_propagated_status,direct_violation,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0086,G21C-FIXTURE-029-02,sidewall_aware_with_not_propagated_status,alias_or_claim_promotion_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G21D-SCAN-0087,G21C-FIXTURE-029-03,sidewall_aware_with_not_propagated_status,signature_or_source_drift_probe,FAIL_CLOSED_OR_BLOCKED_AUDIT,FAIL_CLOSED_OR_BLOCKED_AUDIT,false,false,PASS_EXPECTED_FAIL_CLOSED,review-only Gate20-to-Gate21 negative mutation scanner;A/B/D hard-fail fixture audit;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
