context_id,source_id,forbidden_term,context_classification,scan_status
G2AD-FORBID-0308,G2Z-DOSSIER-0019,q_ch*eta,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0309,G2Z-DOSSIER-0019,q_ch*chi*eta,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0310,G2Z-DOSSIER-0019,chi_selected,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0311,G2Z-DOSSIER-0019,route_score,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0312,G2Z-DOSSIER-0019,JOINT_ROUTE_CLASS,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0313,G2Z-DOSSIER-0019,JRC,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0314,G2Z-DOSSIER-0019,yield,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0315,G2Z-DOSSIER-0019,winner,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0316,G2Z-DOSSIER-0019,detection_probability,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0317,G2Z-DOSSIER-0019,wet pass probability,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0318,G2Z-DOSSIER-0019,clogging rate,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0319,G2Z-DOSSIER-0019,time-to-clog,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0320,G2Z-DOSSIER-0019,recovery,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0321,G2Z-DOSSIER-0019,fabrication release,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0322,G2Z-DOSSIER-0019,formula use,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0323,G2Z-DOSSIER-0019,grain-level ingestion,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0324,G2Z-DOSSIER-0020,q_ch weighting,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0325,G2Z-DOSSIER-0020,q_ch*eta,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0326,G2Z-DOSSIER-0020,q_ch*chi*eta,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0327,G2Z-DOSSIER-0020,chi_selected,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0328,G2Z-DOSSIER-0020,route_score,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0329,G2Z-DOSSIER-0020,JOINT_ROUTE_CLASS,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0330,G2Z-DOSSIER-0020,JRC,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0331,G2Z-DOSSIER-0020,yield,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0332,G2Z-DOSSIER-0020,winner,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0333,G2Z-DOSSIER-0020,detection_probability,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0334,G2Z-DOSSIER-0020,wet pass probability,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0335,G2Z-DOSSIER-0020,clogging rate,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0336,G2Z-DOSSIER-0020,time-to-clog,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0337,G2Z-DOSSIER-0020,recovery,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0338,G2Z-DOSSIER-0020,fabrication release,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0339,G2Z-DOSSIER-0020,formula use,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0340,G2Z-DOSSIER-0020,grain-level ingestion,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0341,G2Z-DOSSIER-0021,q_ch weighting,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0342,G2Z-DOSSIER-0021,q_ch*eta,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0343,G2Z-DOSSIER-0021,q_ch*chi*eta,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0344,G2Z-DOSSIER-0021,chi_selected,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0345,G2Z-DOSSIER-0021,route_score,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0346,G2Z-DOSSIER-0021,JOINT_ROUTE_CLASS,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0347,G2Z-DOSSIER-0021,JRC,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0348,G2Z-DOSSIER-0021,yield,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0349,G2Z-DOSSIER-0021,winner,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0350,G2Z-DOSSIER-0021,detection_probability,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0351,G2Z-DOSSIER-0021,wet pass probability,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0352,G2Z-DOSSIER-0021,clogging rate,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0353,G2Z-DOSSIER-0021,time-to-clog,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0354,G2Z-DOSSIER-0021,recovery,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0355,G2Z-DOSSIER-0021,fabrication release,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0356,G2Z-DOSSIER-0021,formula use,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0357,G2Z-DOSSIER-0021,grain-level ingestion,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0358,G2Z-DOSSIER-0022,q_ch weighting,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0359,G2Z-DOSSIER-0022,q_ch*eta,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0360,G2Z-DOSSIER-0022,q_ch*chi*eta,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0361,G2Z-DOSSIER-0022,chi_selected,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0362,G2Z-DOSSIER-0022,route_score,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0363,G2Z-DOSSIER-0022,JOINT_ROUTE_CLASS,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0364,G2Z-DOSSIER-0022,JRC,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0365,G2Z-DOSSIER-0022,yield,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0366,G2Z-DOSSIER-0022,winner,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0367,G2Z-DOSSIER-0022,detection_probability,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0368,G2Z-DOSSIER-0022,wet pass probability,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0369,G2Z-DOSSIER-0022,clogging rate,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0370,G2Z-DOSSIER-0022,time-to-clog,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0371,G2Z-DOSSIER-0022,recovery,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0372,G2Z-DOSSIER-0022,fabrication release,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0373,G2Z-DOSSIER-0022,formula use,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0374,G2Z-DOSSIER-0022,grain-level ingestion,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0375,G2Z-DOSSIER-0023,q_ch weighting,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0376,G2Z-DOSSIER-0023,q_ch*eta,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0377,G2Z-DOSSIER-0023,q_ch*chi*eta,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0378,G2Z-DOSSIER-0023,chi_selected,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0379,G2Z-DOSSIER-0023,route_score,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0380,G2Z-DOSSIER-0023,JOINT_ROUTE_CLASS,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0381,G2Z-DOSSIER-0023,JRC,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0382,G2Z-DOSSIER-0023,yield,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0383,G2Z-DOSSIER-0023,winner,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0384,G2Z-DOSSIER-0023,detection_probability,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0385,G2Z-DOSSIER-0023,wet pass probability,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0386,G2Z-DOSSIER-0023,clogging rate,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0387,G2Z-DOSSIER-0023,time-to-clog,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0388,G2Z-DOSSIER-0023,recovery,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0389,G2Z-DOSSIER-0023,fabrication release,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0390,G2Z-DOSSIER-0023,formula use,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0391,G2Z-DOSSIER-0023,grain-level ingestion,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0392,G2Z-DOSSIER-0024,q_ch weighting,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0393,G2Z-DOSSIER-0024,q_ch*eta,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0394,G2Z-DOSSIER-0024,q_ch*chi*eta,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0395,G2Z-DOSSIER-0024,chi_selected,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0396,G2Z-DOSSIER-0024,route_score,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0397,G2Z-DOSSIER-0024,JOINT_ROUTE_CLASS,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0398,G2Z-DOSSIER-0024,JRC,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0399,G2Z-DOSSIER-0024,yield,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0400,G2Z-DOSSIER-0024,winner,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0401,G2Z-DOSSIER-0024,detection_probability,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0402,G2Z-DOSSIER-0024,wet pass probability,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0403,G2Z-DOSSIER-0024,clogging rate,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0404,G2Z-DOSSIER-0024,time-to-clog,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0405,G2Z-DOSSIER-0024,recovery,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0406,G2Z-DOSSIER-0024,fabrication release,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0407,G2Z-DOSSIER-0024,formula use,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0408,G2Z-DOSSIER-0024,grain-level ingestion,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0409,G2Z-DOSSIER-0025,q_ch weighting,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0410,G2Z-DOSSIER-0025,q_ch*eta,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0411,G2Z-DOSSIER-0025,q_ch*chi*eta,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0412,G2Z-DOSSIER-0025,chi_selected,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0413,G2Z-DOSSIER-0025,route_score,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0414,G2Z-DOSSIER-0025,JOINT_ROUTE_CLASS,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0415,G2Z-DOSSIER-0025,JRC,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0416,G2Z-DOSSIER-0025,yield,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0417,G2Z-DOSSIER-0025,winner,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0418,G2Z-DOSSIER-0025,detection_probability,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0419,G2Z-DOSSIER-0025,wet pass probability,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0420,G2Z-DOSSIER-0025,clogging rate,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0421,G2Z-DOSSIER-0025,time-to-clog,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0422,G2Z-DOSSIER-0025,recovery,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0423,G2Z-DOSSIER-0025,fabrication release,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0424,G2Z-DOSSIER-0025,formula use,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0425,G2Z-DOSSIER-0025,grain-level ingestion,BLOCKED_OR_FIXTURE_CONTEXT_ALLOWED,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0426,G2Z-DOSSIER-0026,q_ch weighting,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0427,G2Z-DOSSIER-0026,q_ch*eta,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0428,G2Z-DOSSIER-0026,q_ch*chi*eta,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0429,G2Z-DOSSIER-0026,chi_selected,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0430,G2Z-DOSSIER-0026,route_score,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0431,G2Z-DOSSIER-0026,JOINT_ROUTE_CLASS,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0432,G2Z-DOSSIER-0026,JRC,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0433,G2Z-DOSSIER-0026,yield,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0434,G2Z-DOSSIER-0026,winner,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0435,G2Z-DOSSIER-0026,detection_probability,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0436,G2Z-DOSSIER-0026,wet pass probability,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0437,G2Z-DOSSIER-0026,clogging rate,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0438,G2Z-DOSSIER-0026,time-to-clog,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0439,G2Z-DOSSIER-0026,recovery,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0440,G2Z-DOSSIER-0026,fabrication release,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0441,G2Z-DOSSIER-0026,formula use,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0442,G2Z-DOSSIER-0026,grain-level ingestion,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0443,G2Z-DOSSIER-0027,q_ch weighting,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0444,G2Z-DOSSIER-0027,q_ch*eta,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0445,G2Z-DOSSIER-0027,q_ch*chi*eta,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0446,G2Z-DOSSIER-0027,chi_selected,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0447,G2Z-DOSSIER-0027,route_score,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0448,G2Z-DOSSIER-0027,JOINT_ROUTE_CLASS,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0449,G2Z-DOSSIER-0027,JRC,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0450,G2Z-DOSSIER-0027,yield,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0451,G2Z-DOSSIER-0027,winner,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0452,G2Z-DOSSIER-0027,detection_probability,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0453,G2Z-DOSSIER-0027,wet pass probability,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0454,G2Z-DOSSIER-0027,clogging rate,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0455,G2Z-DOSSIER-0027,time-to-clog,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0456,G2Z-DOSSIER-0027,recovery,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0457,G2Z-DOSSIER-0027,fabrication release,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0458,G2Z-DOSSIER-0027,formula use,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0459,G2Z-DOSSIER-0027,grain-level ingestion,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0460,G2Z-DOSSIER-0028,q_ch weighting,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
G2AD-FORBID-0461,G2Z-DOSSIER-0028,q_ch*eta,REVIEW_CONTEXT_NEEDS_HUMAN_CHECK,PASS_ALLOWED_BLOCKED_CONTEXT
