rejection_id,relative_path,candidate_workstream,evidence_class_guess,rejection_status,reason_not_sufficient,required_next_gate
NODI-G2S-REJECT-0159,roadmap/EV_PBS_REVIEW_SKETCH_CLOSEOUT_20260622.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0160,roadmap/EV_PBS_SAMPLE_SURFACE_CANONICAL_CONTRACT_V4_PACKET_20260627.md,V4,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,review-only claim ceiling carry-forward
NODI-G2S-REJECT-0161,roadmap/EV_PBS_SAMPLE_SURFACE_EXTERNAL_AI_REVIEW_INTEGRATION_PACKET_20260625.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0162,roadmap/EV_PBS_SAMPLE_SURFACE_INPUT_LOCK_PREFLIGHT_PACKET_20260625.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0163,roadmap/EV_PBS_SAMPLE_SURFACE_LITERATURE_ASSUMPTION_SET_EXTERNAL_AI_PROMPT_20260625.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0164,roadmap/EV_PBS_SIMULATION_ONLY_EVENT_TREE_ODE_PREFLIGHT_PACKET_20260622.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0165,roadmap/EV_PBS_SOFT_VESICLE_L2_ADHESION_CLOGGING_LAW_OPTIONS_PACKET_20260625.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0166,roadmap/EV_PBS_SOFT_VESICLE_L2_FIELD_EXTRACTOR_9CAND_CLOSEOUT_PACKET_20260625.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0167,roadmap/EV_PBS_SOFT_VESICLE_L2_FIELD_OUTPUT_SMOKE_CLOSEOUT_PACKET_20260625.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0168,roadmap/EV_PBS_SOFT_VESICLE_L2_INTERACTION_PREFLIGHT_PACKET_20260625.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0169,roadmap/EV_PBS_SOFT_VESICLE_L2_SURFACE_NODI_CONTEXT_SIDECAR_ROWS_20260625.csv,QCH,data_table_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0170,roadmap/EV_PBS_V4_MAINLINE_CONTINUATION_THREAD_HANDOFF_20260627.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0171,roadmap/EV_PBS_V4_NON_NANO_MAINLINE_REBIND_AUDIT_PACKET_20260627.md,V4,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,review-only claim ceiling carry-forward
NODI-G2S-REJECT-0172,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_DESCRIPTOR_REVIEW_SIDECAR_PACKET_20260627.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0173,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_DRAFT_REVIEW_PANEL_PACKET_20260627.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0174,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_FIELD_BRANCH_SELECTION_PREFLIGHT_PACKET_20260627.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0175,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_FIELD_CLOSURE_PRIORITY_PACKET_20260628.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0176,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_FOCUSED_WATCH_SUBSET_PACKET_20260628.md,V4,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,review-only claim ceiling carry-forward
NODI-G2S-REJECT-0177,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_MAINLINE_CONTINUATION_HANDOFF_20260628.md,V4,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,review-only claim ceiling carry-forward
NODI-G2S-REJECT-0178,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_MAINLINE_ROUTE_REFRESH_PACKET_20260628.md,V4,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,review-only claim ceiling carry-forward
NODI-G2S-REJECT-0179,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_MAINLINE_ROUTE_STATUS_PACKET_20260627.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0180,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_SURFACE_CHEMISTRY_INPUT_LOCK_PACKET_20260627.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0181,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_WALL_TAU_BLOCKER_AND_PROXY_PACKET_20260628.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0182,roadmap/EV_PBS_WET_MODEL_EXECUTABLE_PREFLIGHT_PACKET_20260625.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0183,roadmap/EXTREME_REALISM_P0_CLOSEOUT_20260617.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0184,roadmap/NANO_ENTRANCE_FILTER_V3_EVENT_TREE_DESCRIPTOR_SCREEN_PACKET_20260627.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0185,roadmap/NANO_ENTRANCE_FILTER_V4_FQ_DESCRIPTOR_CLOSURE_OVERLAY_PACKET_20260627.md,V4,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,review-only claim ceiling carry-forward
NODI-G2S-REJECT-0186,roadmap/NANO_ENTRANCE_FILTER_V4_STAGE1_WET_ROUGH_DESCRIPTOR_SCREEN_PACKET_20260627.md,V4,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,review-only claim ceiling carry-forward
NODI-G2S-REJECT-0187,roadmap/NODI_COMSOL_LINKAGE_ANALYSIS_HANDOFF_20260616.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0188,roadmap/NODI_PRS_EAS_CONTEXT_INGESTION_PACKET_20260622.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0189,roadmap/NODI_PRS_V1_1_RESPONSE_EXTENSION_REVIEW_20260621.md,V4,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,review-only claim ceiling carry-forward
NODI-G2S-REJECT-0190,roadmap/NODI_PRS_W800_MINIBATCH_EXTERNAL_RETURN_VALIDATION_NUMBA_FULL_20260622.md,QCH,validation,REVIEW_ONLY_NOT_POLICY_EVIDENCE,validation; not direct evidence,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0191,roadmap/NODI_QCH_PROVENANCE_SIDECAR_SCHEMA_V1_20260617.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0192,roadmap/P0_GATE_WIRING_ROADMAP.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0193,roadmap/P0_P1_COMPLETION_PLAN.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0194,roadmap/P1_FIRST_LAUNCH_RECOMMENDATION_20260617.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0195,roadmap/R2_LOCAL_ROUGH_BOUNDARY_CONTINUATION_CLOSEOUT_20260622.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0196,roadmap/R2_LOCAL_ROUGH_BOUNDARY_STOP40_CLOSEOUT_20260621.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0197,roadmap/REPORT156_COMSOL_ACCEPTANCE_AND_CANONICALIZATION_20260617.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0198,roadmap/ROADMAP_INDEX.md,BINDING,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-BINDING repair receipt
NODI-G2S-REJECT-0199,roadmap/STATUS_SNAPSHOT.md,QCH,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-QCH formal sidecar receipt
NODI-G2S-REJECT-0200,roadmap/SURFACE_SAMPLE_CLOG_INPUT_RECEIPT_PACKET_20260622.md,EDGE,document_or_unknown_review_only,REVIEW_ONLY_NOT_POLICY_EVIDENCE,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,Gate2X-EDGE real evidence receipt
